date,region,AQI,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,precipitation,hospital_visits,emergency_visits,mobility_index,school_closures,public_transport_usage,mask_usage_rate,lockdown_status,industrial_activity,vehicle_count,construction_activity,respiratory_admissions,population_density,green_cover_percentage
2020-01-01,East,109.93428306022466,31.382886631839135,57.71837283533825,47.65402156013349,25.87407028792846,0.9569730350623212,32.57468152018216,37.55566273845004,20.542799472121448,5.204995195329385,0.17983229558083957,18,6,77.2706825112848,0,43.103376172083706,75.70616232017885,0,66.09846561262141,9757,63.00157288258832,11,1957.6372866453294,42.34841893688815
2020-01-02,Central,97.2347139765763,47.09422483830747,67.3813833252442,50.73412702410445,10.605095276230864,0.990203228877907,23.74913843506443,24.900342191713776,27.30878503277587,6.235446359514622,3.278768084678385,20,8,91.53147040851559,0,30.606591051848064,69.6528024235314,0,107.68617441879715,9157,6.417798105830053,13,2962.7694704788737,27.712734783254945
2020-01-03,East,112.95377076201385,53.79591699867534,61.1587963285151,44.98689912135544,18.361024720612683,1.0192884635762745,35.5308510486442,23.437164709893366,80.05597722420913,5.673999324823816,1.5022392609331192,18,8,83.6548361758187,0,13.037423660219261,82.56118264903823,1,77.44519197390807,2058,66.00184870008019,3,6912.007042853162,41.03151642488159
2020-01-04,West,130.46059712816052,88.31531486010286,69.04008362517725,20.575023090382302,19.791699883093326,1.284058438493854,25.277106465557353,22.388200370729425,25.929988145956106,8.496463487003405,9.061902459259956,18,4,59.75295025708452,0,8.974779437028301,73.64283618978098,0,51.86400046555764,8726,79.58092262720375,6,9227.543628148624,40.54353661867768
2020-01-05,South,95.31693250553329,68.34829686800637,75.71699378577622,38.445775674722405,20.079543291998156,0.7758348074539769,35.99644029956103,26.881835185995545,34.94634265985465,1.184104177472853,1.7583267008492487,21,5,77.39246916857282,1,96.02268933900127,68.6881056318394,0,148.71448837720146,9720,6.301105133209884,8,1277.8101746970754,5.648920202108789
2020-01-06,South,95.3172608610164,39.96777646350163,96.74308972662769,28.44292425083085,20.902480280390407,0.7460959025462021,27.80710819695423,26.93291294585465,36.13826761551563,14.573102914627727,3.942827140115661,17,6,70.42057137930385,0,99.51534380570007,67.39377816435257,0,121.61765420511969,4069,84.84205817617362,9,6428.6226926421405,47.14990961416902
2020-01-07,West,131.58425631014782,67.29054434126455,73.57681922588596,37.973942270819265,23.052199099047467,1.3709859226428924,16.2316229949627,29.753139365632563,62.01643388459334,14.046765517082418,7.120775120714814,16,3,88.32795951770166,0,89.79253838031929,57.89534971415681,0,123.54632272609399,2500,12.335902260626186,8,3831.189451697685,19.034778742857192
2020-01-08,West,115.34869458305818,36.79044016592452,48.28748586460814,49.80004236133894,19.822962804773244,0.8612065774356106,22.140670076152503,20.369689178254934,60.364295851863496,14.016099699232488,8.15421660016061,14,4,88.88058650790202,0,45.86314321404485,76.47065946538922,0,116.29586538137147,8068,17.583370026402957,13,3284.793439054146,41.34293131285105
2020-01-09,North,90.61051228130096,76.2403658083061,102.8013569299032,43.05150835874973,18.159708589281596,0.6210893939268802,26.556682330501726,23.437525609293694,40.25922663942802,13.189164361228702,4.7771315317813094,26,6,78.15354225272499,0,80.7915759812086,75.99232853623145,0,64.37384696280893,4705,83.64035358343271,8,1882.4246868591856,63.199855937516084
2020-01-10,East,110.8512008717193,52.93313022273182,63.25819732769921,51.480908663974326,17.96205327670152,0.854461017370039,40.94551218998862,35.15272861612101,34.532795589791,9.904894532725946,1.8113500960839213,20,5,95.40823636877249,0,83.42821985912089,79.53847748714853,0,70.66944230351204,8036,12.470203319301321,11,8892.77833533184,17.498740455725915
2020-01-11,South,90.73164614375075,58.59545716891244,78.82559145790742,43.41753920713539,16.942420989808227,0.9009841794267998,37.2091490442338,26.12295316624996,73.5172420900233,3.3166284412264857,2.7089522357585305,14,5,90.82048339656129,0,29.980921064058208,55.811182762646,1,88.56676371121205,4841,67.38552145504158,8,3706.128432731111,22.5604599180653
2020-01-12,South,90.68540492859486,79.88694971313285,88.93073013881423,27.01674060331097,23.937716621634326,1.4664888183177296,42.99089129857714,24.13737813336627,85.48193089241833,0.7422523071955844,4.189684476411472,21,6,75.7204479338333,0,58.602905016889004,95.74614987377812,0,149.54670355716212,1687,29.481428738058046,7,4488.537165736734,9.13724557088657
2020-01-13,East,104.83924543132068,40.692546471236255,83.99220836805566,14.791529934272653,16.767357602617427,1.277447863713021,43.22908172823887,20.29191117208149,23.69639759415071,1.4898159717264992,3.6459458932558295,19,6,85.45738480107646,0,95.68220167587764,87.1028061578529,1,117.25741302472055,6266,24.836506148716698,11,2153.0511534844295,36.9632441548907
2020-01-14,North,61.73439510684404,39.04322722330513,101.88359095042951,41.4880876167959,24.233855545041223,1.3442561849896726,25.72199356327268,27.52967152910376,29.3226323893404,4.859887506984084,3.486727571696565,17,4,72.0805094415738,0,28.006780019933952,56.54820500563252,0,94.23802305339942,1954,65.01545231851982,13,6117.650425144956,61.55638187251596
2020-01-15,Central,65.50164334973934,51.246010104809926,89.58006286785518,37.86073533648835,20.094995411299355,1.2459920927040358,28.492105121929363,30.15509108521222,64.95147920939952,7.558245382436782,1.3185380175666428,32,9,76.64047568946596,0,66.28863741985809,53.96719718939291,0,98.47266009654999,8052,10.676165207255773,11,4457.96796679297,40.41248452519148
2020-01-16,Central,88.75424941518054,75.57568276528974,62.77380840605784,30.230542606181178,17.39372596571935,1.2838731014845943,26.709760605355694,29.372938229049037,76.3109016169998,14.89879606777191,9.133102521709498,21,6,86.09460953481647,0,66.25411251474502,82.14603362563416,0,142.2205609594958,4589,57.46224043718582,10,2010.720455493888,27.911339197678284
2020-01-17,Central,79.74337759331152,37.209808867847364,123.57124347983324,22.99372750348622,23.092036078720675,0.7935753620259046,24.62791515759139,23.705995681955415,75.38320681434797,6.531652376918988,0.2975660641771505,24,0,80.58715311714279,0,45.26706518385449,67.07513597553086,0,69.64350958419526,8719,92.45225916156336,7,3173.7701474367427,63.87809344304025
2020-01-18,South,106.28494665190547,17.517666028341466,83.88666926676467,32.65256786527291,16.36273037638441,0.9404193533939547,15.268042325308333,26.80626141681768,70.37782071578825,7.869691357370652,4.400021278757512,24,2,65.83265787166,0,49.032885525273784,65.95242768237277,1,82.08737116282951,5216,85.14083195543746,12,3972.553495422174,39.59751148910292
2020-01-19,North,81.83951848957578,53.23261712386502,77.05319546756988,38.05508515135224,23.190920203641063,0.7030254060929353,29.882018255865262,33.35829718324305,82.11995681486644,10.42735870782121,9.803214925030867,18,5,84.16382434486229,0,45.63825122900557,91.9995530565143,0,87.08739818764289,3355,85.11153339852872,9,862.0976567973883,68.29043450741162
2020-01-20,West,71.75392597329417,68.27611199866381,99.27850846111141,46.6587782370639,21.063630605958924,0.93685359083889,19.715475250311115,30.354411460857342,35.2144215699569,2.711009556716944,6.597239388241021,26,1,76.81499554278712,0,52.10769230149661,67.25715997423441,0,139.76292005021315,1769,30.292353726389752,10,613.4247223111796,53.7647511082404
2020-01-21,South,129.31297537843108,78.00392624608244,84.98901891860145,41.8863108156798,17.018376554540396,1.2052314972804223,29.72662494772538,21.0791862890334,27.5103662544363,13.992405023433836,3.5541066373308325,20,5,72.03041442804431,0,14.877779599515517,81.60910110134267,0,127.67855998063793,4301,70.12827253025657,12,9925.614033707847,64.23666753083175
2020-01-22,West,95.4844739902693,53.05257956871902,87.98456385878654,56.08067247172729,22.643174076672796,1.0403749854436741,46.92616647650388,12.269974676892652,63.07540790639578,7.935519087641013,1.460975844531699,20,3,69.05097714250519,0,79.47471119950123,76.85372557607495,1,109.07852477334464,3088,78.01081465216329,5,9284.358467514772,47.14021921472196
2020-01-23,West,101.35056409375848,53.82860089325996,129.84367997201375,29.64395943954606,22.732948628443193,1.3934442456880884,25.925239229354332,26.483862535421174,77.55931240664026,4.143845184026529,9.63872605645761,15,5,78.06764378390086,0,66.10751127809226,63.148369129505554,0,81.4727272790132,4901,90.14044922941366,10,5972.241750224741,69.30835778104755
2020-01-24,West,71.50503627573087,77.30851101383621,74.49757143489907,48.81058892057433,25.78759802904979,0.6575752623318343,31.558192045024537,28.992840633742162,60.743050493640126,14.026634795082607,0.13986361873149722,14,7,82.54966045933762,0,97.38222732912388,66.58200356165922,1,70.2202274757144,8197,26.41328936460061,5,2523.2615183486355,39.15298443937124
2020-01-25,Central,89.11234550949635,31.95387450456869,73.64478211965208,40.47298743128728,24.83073506204648,1.1500715052094719,37.25318708647426,19.553877540633685,87.40982412212344,9.381759278384251,6.813875706131435,20,7,77.69063983575042,0,24.56431890731119,97.15964449523543,0,83.07554813318163,6207,76.08603820237228,10,2400.88663851328,46.63910124709908
2020-01-26,North,102.21845179419732,54.17218837225486,82.33157024024928,46.946691241185846,22.456370103631414,0.6255091594392046,32.24233033572725,24.956052389386112,75.68951229742525,7.2553459687381565,8.801374714453273,20,6,83.06207430416634,1,14.596824307427859,66.56864365999658,0,142.9452486003219,3173,23.227423677981573,9,4461.195346907288,13.723769721061627
2020-01-27,East,76.98012845155395,62.856358348875865,101.43031871162077,35.63485136734457,14.362045243956185,1.0282529407520926,32.339873503538364,23.681504670634606,69.05542606364827,8.702338649411612,0.251604898862422,15,6,77.3818679500024,1,34.25540658624918,89.20017154894705,0,141.02255907083997,5744,2.7791212324818293,9,3922.940625183188,65.8871641134033
2020-01-28,South,107.51396036691344,66.73828081927552,49.86931939619202,50.716803738905895,32.242934940870285,1.2221000267669437,27.10078053049536,25.521431611160995,24.21801036102135,11.224533283578399,7.251748640905012,19,1,85.91233193865534,1,50.974140314850594,93.06377450504215,0,92.19549723047717,1612,48.183461947206105,12,7356.9937153524415,26.774045016469046
2020-01-29,Central,87.9872262016239,52.35289960213676,40.688882170469896,42.952247583452426,12.981918944640949,0.9356492299527343,28.14497619951014,22.27651856440144,27.541956711217747,2.3180700553943003,9.98837761254735,14,7,78.52983573082801,0,20.50095544343081,53.55189978883199,0,82.55318987413055,3319,76.58923489975238,14,4130.382314288893,48.227999014710825
2020-01-30,South,94.16612500413447,60.51661517558762,68.25769458759704,33.2055501508225,24.746315871411547,1.1653379812260867,22.319915822497375,31.452554988139966,74.9386342813836,12.97245646054838,6.396424685733494,8,6,63.64431866931124,0,46.06010310719119,83.15527501068436,0,138.45910329496624,1843,21.436953590333008,13,9558.202383768292,28.434152506763866
2020-01-31,South,87.96586775541206,22.67508969880516,47.321540818814256,39.87975971086812,22.15641908443149,0.7120802995501199,36.76836007111526,25.73984440316381,33.87665479039205,14.392602154473193,4.146789478433988,24,5,68.00652895444733,0,64.26132477143695,87.46302803472618,0,94.62309264404416,2948,4.859499237126041,11,2603.809155706691,62.537709711091594
2020-02-01,Central,137.04556369017877,50.126273814992274,71.50337304948724,37.60444141062901,14.129288137594427,0.5008930065410852,16.068066747087233,20.60491556917625,22.018462325529338,8.504994776251117,8.744007193562819,11,3,74.74111490191217,0,5.617129512540242,71.7010842093472,1,53.869978858846515,7834,37.37904608297704,13,363.77717766227084,12.173295960004246
2020-02-02,South,99.73005550524132,66.80263068831701,90.0499939225858,44.891783506377934,19.378495305607505,1.1671088867463408,37.76870670705762,29.587310767968603,83.75324800228753,10.234062701963971,5.541792464226283,19,6,92.60214550929345,1,75.80298631846681,78.46625381812714,0,84.57398968765088,9404,20.2877512104615,11,6072.726469979071,63.596257019132864
2020-02-03,East,78.84578142088199,45.265589486179806,62.18502272895473,28.202232506254916,19.606235568776796,1.5232030702227197,18.770412922038062,18.679062020041474,82.35637615908638,12.897502212693611,7.494408467899401,23,3,70.44648861773598,0,93.97112806630295,58.09029277177012,0,110.72951372974055,9848,38.20865414546132,5,9880.54194036864,45.67137611411272
2020-02-04,South,116.45089824206377,60.88476332384396,51.46346846437315,39.706482978843056,26.527913579052615,0.7011865179490324,37.70085819261322,31.422471887675663,35.293867906204426,5.622159471247508,5.877789918185049,30,3,83.93057018414106,0,26.824821492321536,65.92486303703484,0,144.45904300237584,4744,92.08319044007413,9,8529.0038306124,67.17277114244166
2020-02-05,East,75.58312700057955,66.70308751204047,81.38674323430696,43.95307252649331,16.433445498598942,1.3666582540320387,27.16945979030255,29.95529712111282,74.61443806510682,14.892476923235975,0.38291092487949263,19,7,84.0670635464827,0,77.6222371651978,85.38334819692206,0,92.45921088092629,1913,74.39012763446277,11,151.61273381443152,37.73375414076436
2020-02-06,West,104.1772719000951,54.86176198713353,97.25086969230341,40.33023307193033,18.69027496787823,1.0130270226449234,20.145050494935358,31.948876476603928,23.358576284815857,10.207520539603465,2.1314498820534755,21,4,67.83101067209783,0,41.79342612335003,80.12856166338389,0,74.01249966382173,8521,37.294405182775016,14,5794.529950649569,37.06027847702086
2020-02-07,South,60.80659752240449,62.556956564948564,46.100531229667745,53.46941244388996,8.319651974893684,0.5992925434920773,34.63438916063709,24.20876813779192,39.954060267628414,6.359980475369731,0.787635739867496,16,3,77.30187094912256,0,66.4432661897985,56.81928718128874,0,88.44980006131173,2637,32.504926463407024,10,4592.543512546248,28.32030096660819
